Frame,Sub Frame,RX_c,RY_c,RZ_c,TX_c,TY_c,TZ_c,RX_l,RY_l,RZ_l,TX_l,TY_l,TZ_l
182,0,-0.075752,-0.122111,-1.582718,2423.341797,-1433.431030,983.960876,0.166703,-0.617549,1.520781,2374.378174,-2798.817139,1064.810547
183,0,-0.076755,-0.124274,-1.583576,2423.387695,-1434.245972,984.058838,0.178240,-0.660368,1.514018,2376.299072,-2796.874756,1064.494751
184,0,-0.077350,-0.124849,-1.584162,2423.417725,-1435.116333,984.146301,0.183136,-0.674686,1.510621,2377.983643,-2795.229736,1064.624390
185,0,-0.077014,-0.125330,-1.584255,2423.515137,-1436.002441,984.253967,0.194718,-0.725241,1.503861,2379.752930,-2792.981934,1063.817017
186,0,-0.077036,-0.125674,-1.584785,2423.610596,-1436.899292,984.366638,0.185283,-0.686538,1.512776,2381.041748,-2792.570068,1064.942749
187,0,-0.077717,-0.125766,-1.585480,2423.733154,-1437.812500,984.482361,0.178667,-0.659415,1.518804,2382.286133,-2791.648682,1065.860962
188,0,-0.078027,-0.124820,-1.586036,2423.863037,-1438.709351,984.606445,0.181180,-0.670100,1.516187,2383.904053,-2790.108154,1066.072632
189,0,-0.078647,-0.124049,-1.586026,2423.997070,-1439.592407,984.645325,0.199842,-0.714917,1.506123,2385.862061,-2788.082031,1066.140991
190,0,-0.078863,-0.123845,-1.586996,2424.169434,-1440.434937,984.645874,0.185023,-0.682940,1.517411,2386.958496,-2787.642334,1066.646606
191,0,-0.080048,-0.123575,-1.586869,2424.357910,-1441.247681,984.669800,0.183832,-0.675246,1.518797,2388.382812,-2786.605225,1067.113770
192,0,-0.081025,-0.124025,-1.586970,2424.607666,-1442.041504,984.730469,0.202493,-0.744610,1.505768,2390.295166,-2784.237061,1066.091553
193,0,-0.081551,-0.124269,-1.586725,2424.816650,-1442.796997,984.743713,0.198090,-0.717631,1.512037,2391.758545,-2783.960938,1067.059570
194,0,-0.081841,-0.124748,-1.586921,2425.072021,-1443.600952,984.824829,0.211813,-0.753260,1.502361,2393.246094,-2781.939453,1066.354614
195,0,-0.082117,-0.124953,-1.587323,2425.340088,-1444.338501,984.887085,0.196178,-0.704459,1.516932,2394.710693,-2782.127686,1067.732422
196,0,-0.082591,-0.125138,-1.587520,2425.575928,-1445.098755,984.904236,0.427766,-1.432627,1.266707,2401.369629,-2768.156006,1062.727661
197,0,-0.082842,-0.125169,-1.588216,2425.861572,-1445.838867,984.970276,0.454578,-1.552326,1.201499,2404.073730,-2764.591553,1062.577515
198,0,-0.084079,-0.124356,-1.588669,2426.159668,-1446.517822,985.008789,0.470335,-1.622529,1.156565,2406.063232,-2762.230469,1062.854126
199,0,-0.084879,-0.123596,-1.589399,2426.511230,-1447.227051,985.086426,0.192289,-0.695679,1.523453,2400.527100,-2778.514648,1068.949219
200,0,-0.085779,-0.123138,-1.589535,2426.895752,-1447.905762,985.229919,0.186086,-0.677234,1.528598,2401.779297,-2777.973389,1069.581543
201,0,-0.087390,-0.124126,-1.589004,2427.247803,-1448.544434,985.300537,0.201618,-0.730307,1.519976,2403.793701,-2776.506836,1069.370239
202,0,-0.082066,-0.122857,-1.591621,2427.895996,-1449.227417,985.704102,0.175430,-0.644724,1.536907,2404.268066,-2777.120850,1070.658691
203,0,-0.089561,-0.125754,-1.588970,2428.127686,-1449.671875,985.526245,0.221473,-0.791708,1.505980,2407.017822,-2773.919922,1069.440186
204,0,-0.090264,-0.126617,-1.588919,2428.528809,-1450.248047,985.690002,0.223783,-0.821870,1.504503,2408.600830,-2773.036865,1069.109131
205,0,-0.090581,-0.127545,-1.589115,2428.973633,-1450.790894,985.857605,0.193957,-0.721536,1.525176,2408.907715,-2773.829834,1070.725464
206,0,-0.090737,-0.128288,-1.588944,2429.404541,-1451.270020,985.985474,0.186210,-0.711540,1.530655,2410.103516,-2773.654297,1070.552979
207,0,-0.091234,-0.128809,-1.589363,2429.889404,-1451.738892,986.144287,0.176549,-0.670991,1.536708,2410.812012,-2773.584473,1071.476196
208,0,-0.090787,-0.129213,-1.589485,2430.386719,-1452.287842,986.332336,0.168189,-0.667533,1.540895,2412.117676,-2773.198730,1071.850586
209,0,-0.091167,-0.129052,-1.589974,2430.860840,-1452.826904,986.478149,0.168105,-0.675617,1.538800,2413.374268,-2772.596924,1072.044067
210,0,-0.091629,-0.129666,-1.589693,2431.381104,-1453.343262,986.654358,0.141228,-0.588456,1.555342,2413.606201,-2773.541504,1073.472168
211,0,-0.084481,-0.127911,-1.592472,2432.108643,-1453.918579,987.054382,0.150261,-0.623799,1.546487,2415.240723,-2772.482178,1073.423828
212,0,-0.089490,-0.128156,-1.590348,2432.519043,-1454.331055,986.921082,0.178040,-0.737543,1.526919,2417.055176,-2770.432373,1071.428101
213,0,-0.087713,-0.127054,-1.590877,2433.083740,-1454.802856,987.024963,0.185971,-0.737309,1.525942,2418.350098,-2770.479736,1072.158081
214,0,-0.086357,-0.126778,-1.591153,2433.653320,-1455.246094,987.119568,0.179804,-0.730854,1.525073,2419.082520,-2769.922852,1071.737671
215,0,-0.080624,-0.125933,-1.593495,2434.403076,-1455.702881,987.409973,0.163709,-0.672412,1.537008,2419.904053,-2771.022705,1073.143921
216,0,-0.085342,-0.128301,-1.591599,2434.886475,-1455.994507,987.259583,0.161367,-0.657856,1.537721,2420.895752,-2770.973145,1073.565063
217,0,-0.084899,-0.128478,-1.592006,2435.568848,-1456.331787,987.361267,0.143594,-0.585335,1.547699,2421.213623,-2771.794922,1074.705078
218,0,-0.084348,-0.128721,-1.592339,2436.223877,-1456.643555,987.422119,0.157898,-0.626023,1.539616,2422.704834,-2771.016357,1074.294678
219,0,-0.078065,-0.127481,-1.594919,2437.074463,-1456.996948,987.709656,0.174679,-0.688467,1.527836,2424.155762,-2770.179688,1073.350708
220,0,-0.083996,-0.129261,-1.592894,2437.607178,-1457.202026,987.460449,-0.022152,0.012241,1.613799,2426.858643,-2772.113037,1092.746460
221,0,-0.084010,-0.129240,-1.592777,2438.335693,-1457.468140,987.515503,-0.027629,0.017678,1.612492,2427.281738,-2772.384766,1092.193237
222,0,-0.084086,-0.129262,-1.592872,2439.054932,-1457.712646,987.521912,-0.027732,0.016197,1.611255,2428.056396,-2772.502930,1092.171387
223,0,-0.077467,-0.127442,-1.595636,2439.961182,-1458.022095,987.832642,-0.022967,0.009688,1.608642,2429.064209,-2772.397705,1092.568481
224,0,-0.083889,-0.128294,-1.593787,2440.596680,-1458.139893,987.587463,-0.030890,0.012551,1.608537,2429.526855,-2772.955811,1092.434082
225,0,-0.083592,-0.127747,-1.593961,2441.408691,-1458.317139,987.622253,-0.032656,0.010497,1.607756,2430.174316,-2772.999023,1092.235229
226,0,-0.083575,-0.127580,-1.594010,2442.188721,-1458.462769,987.676758,-0.033108,0.007871,1.604799,2430.544189,-2773.240234,1091.994385
227,0,-0.083436,-0.127958,-1.594098,2442.930908,-1458.567993,987.644165,-0.032092,-0.000816,1.604521,2431.526855,-2773.190186,1092.601807
228,0,-0.084360,-0.128339,-1.594055,2443.702881,-1458.666626,987.634399,-0.040314,0.000820,1.602808,2431.642578,-2773.786133,1092.260254
229,0,-0.084210,-0.128163,-1.594028,2444.574951,-1458.743896,987.703369,-0.017167,-0.035974,1.585814,2431.911133,-2773.694092,1091.696045
230,0,-0.085495,-0.129082,-1.594328,2445.493896,-1458.760620,987.853760,-0.023762,-0.037035,1.583849,2431.994385,-2774.412842,1091.319336
231,0,-0.085471,-0.129716,-1.594323,2446.341309,-1458.788452,987.971436,-0.026760,-0.041083,1.582204,2432.288818,-2775.055176,1091.396851
232,0,-0.086085,-0.129254,-1.594473,2447.204102,-1458.789673,988.053345,-0.050016,-0.015276,1.596148,2433.183350,-2775.913086,1091.932739
233,0,-0.086510,-0.130356,-1.594293,2448.124268,-1458.741211,988.146912,-0.051108,-0.017797,1.594715,2433.478271,-2776.616455,1091.803711
234,0,-0.085283,-0.130897,-1.594805,2449.022217,-1458.687988,988.217285,-0.051519,-0.021091,1.593937,2433.734131,-2777.296875,1091.746704
235,0,-0.084559,-0.132327,-1.594301,2449.802490,-1458.634888,988.201538,-0.045619,-0.027539,1.592606,2433.834961,-2778.200439,1091.785400
236,0,-0.084230,-0.134616,-1.594620,2450.588867,-1458.521606,988.185242,-0.052022,-0.023579,1.591053,2434.125977,-2778.879883,1091.461792
237,0,-0.083117,-0.137735,-1.594774,2451.373779,-1458.380127,988.257629,-0.052691,-0.023004,1.589561,2434.312744,-2779.645508,1091.295044
238,0,-0.080581,-0.140407,-1.595388,2452.114258,-1458.209106,988.311829,-0.053643,-0.022352,1.588989,2434.482666,-2780.354736,1091.201904
239,0,-0.077546,-0.143509,-1.595398,2452.781250,-1458.039429,988.282532,-0.056959,-0.019293,1.589666,2434.702393,-2781.061279,1091.198120
240,0,-0.075516,-0.146871,-1.594959,2453.441895,-1457.874878,988.173950,-0.056138,-0.018447,1.588580,2434.673584,-2782.070557,1091.260010
241,0,-0.072394,-0.149137,-1.595542,2454.134277,-1457.692993,988.102905,-0.060335,-0.009201,1.586631,2434.371338,-2783.078857,1090.736694
242,0,-0.069814,-0.150026,-1.595803,2454.934570,-1457.500488,988.048828,-0.053396,-0.014590,1.583297,2434.653076,-2783.667725,1090.629150
243,0,-0.062490,-0.149685,-1.597741,2455.866455,-1457.316895,988.175354,-0.058002,-0.006292,1.586066,2434.652588,-2784.671143,1090.628662
244,0,-0.067308,-0.150812,-1.596234,2456.541016,-1457.025391,987.789917,-0.058032,-0.003400,1.585102,2434.512207,-2785.595947,1090.571167
245,0,-0.066809,-0.149886,-1.596474,2457.469971,-1456.761963,987.692444,-0.059053,0.001937,1.585618,2434.329834,-2786.713867,1090.360962
246,0,-0.066952,-0.149428,-1.596821,2458.421875,-1456.466431,987.548889,-0.063186,0.009300,1.584300,2434.156738,-2787.547119,1090.074585
247,0,-0.066396,-0.149256,-1.596552,2459.327148,-1456.167847,987.334900,-0.061392,0.012359,1.585573,2434.166992,-2788.572754,1090.162109
248,0,-0.067848,-0.149055,-1.596564,2460.219482,-1455.777466,987.088440,-0.057785,0.015506,1.584518,2433.819092,-2789.706055,1090.011353
249,0,-0.067627,-0.149209,-1.597006,2461.102051,-1455.351929,986.913330,-0.052313,0.012593,1.584918,2433.942383,-2790.591553,1090.606567
250,0,-0.067696,-0.149763,-1.596487,2461.902344,-1454.936279,986.644409,-0.051680,0.017277,1.585835,2433.701416,-2791.607910,1090.300171
251,0,-0.067941,-0.150614,-1.596551,2462.671631,-1454.523682,986.353333,-0.056085,0.024407,1.584356,2432.938477,-2793.133545,1090.076904
252,0,-0.067266,-0.150179,-1.596536,2463.520508,-1454.099243,986.170654,-0.057894,0.029230,1.585251,2432.740723,-2794.276367,1090.024902
253,0,-0.067726,-0.150089,-1.597015,2464.346680,-1453.620361,985.909058,-0.040187,0.003647,1.572561,2433.331543,-2797.339844,1092.313110
254,0,-0.067831,-0.149666,-1.596177,2465.130615,-1453.173096,985.608459,-0.018036,0.006350,1.581339,2431.613525,-2796.409180,1090.486328
255,0,-0.067920,-0.148767,-1.596459,2465.960449,-1452.662109,985.316406,-0.039082,0.025913,1.581954,2431.526123,-2797.482422,1090.228027
256,0,-0.067945,-0.148369,-1.596456,2466.815918,-1452.110352,985.063660,-0.049690,0.038278,1.584411,2431.375000,-2798.439697,1090.173706
257,0,-0.068600,-0.147474,-1.596229,2467.611084,-1451.530762,984.784363,-0.059285,0.049216,1.584988,2430.484619,-2799.816162,1089.903198
258,0,-0.068348,-0.147390,-1.596568,2468.409424,-1450.894775,984.525635,-0.052311,0.042842,1.583385,2430.160645,-2800.813232,1090.623657
259,0,-0.068608,-0.147771,-1.596352,2469.161133,-1450.219727,984.229736,-0.070544,0.061119,1.583580,2429.055908,-2801.948975,1089.798096
260,0,-0.069402,-0.149073,-1.596352,2469.818604,-1449.547485,983.902161,-0.070832,0.056927,1.584408,2428.542236,-2803.012451,1090.213745
261,0,-0.069461,-0.150778,-1.596620,2470.471191,-1448.829468,983.683411,-0.053595,0.040507,1.572567,2427.299316,-2804.001465,1090.345093
262,0,-0.068593,-0.153300,-1.597049,2471.027588,-1448.059326,983.394958,-0.068183,0.051301,1.571519,2426.126709,-2805.073730,1089.801270
263,0,-0.068980,-0.155754,-1.597545,2471.533936,-1447.284546,983.087219,-0.042325,0.021340,1.566433,2425.516602,-2806.034912,1090.326538
264,0,-0.066388,-0.158245,-1.598069,2471.967285,-1446.512085,982.794739,-0.056403,0.031898,1.565888,2424.868652,-2806.806885,1090.217529
265,0,-0.063381,-0.159906,-1.598524,2472.508545,-1445.732544,982.604736,-0.058517,0.035078,1.565431,2423.980713,-2807.945068,1090.233154
266,0,-0.061646,-0.161352,-1.598481,2472.922363,-1445.003174,982.358337,-0.059075,0.036279,1.565658,2423.284424,-2808.879395,1090.471802
267,0,-0.060287,-0.160844,-1.598506,2473.362793,-1444.252319,982.061584,-0.061088,0.039930,1.565155,2422.417725,-2809.884277,1090.534546
268,0,-0.058518,-0.160957,-1.598440,2473.845459,-1443.526367,981.723755,-0.054196,0.034416,1.565627,2421.532227,-2810.970947,1090.868652
269,0,-0.056813,-0.159397,-1.599021,2474.364746,-1442.741455,981.451843,-0.054301,0.036299,1.565408,2420.589111,-2812.061523,1090.899170
270,0,-0.056674,-0.158355,-1.598757,2474.818848,-1442.021484,981.083618,-0.061468,0.043417,1.564970,2419.963135,-2812.834229,1090.888672
271,0,-0.054577,-0.156606,-1.599141,2475.246826,-1441.223145,980.686890,-0.057483,0.043020,1.564575,2419.264404,-2813.714111,1091.049438
272,0,-0.052616,-0.153842,-1.599777,2475.662109,-1440.381714,980.302307,-0.059936,0.045052,1.563314,2418.310303,-2814.691162,1090.824951
273,0,-0.051875,-0.152960,-1.599978,2476.033447,-1439.536133,979.947266,-0.060306,0.051158,1.564655,2417.301270,-2815.737305,1090.854858
274,0,-0.050830,-0.152497,-1.599683,2476.305664,-1438.717041,979.484314,-0.060033,0.054042,1.564772,2416.627930,-2816.435791,1090.880981
275,0,-0.049373,-0.152532,-1.599552,2476.583984,-1437.861938,979.034424,-0.047364,0.048751,1.564576,2415.584473,-2817.474121,1090.919556
276,0,-0.047784,-0.151480,-1.600363,2476.862061,-1436.906250,978.649048,-0.071194,0.087009,1.584865,2411.685303,-2815.915527,1089.228149
277,0,-0.047853,-0.151420,-1.600328,2477.111328,-1435.964355,978.238037,-0.712723,0.231623,-1.222932,2404.874268,-2762.904297,1078.820068
278,0,-0.047254,-0.151230,-1.599689,2477.274902,-1435.000610,977.762573,-0.794881,0.198719,-1.190789,2402.727539,-2764.997314,1077.267578
279,0,-0.045961,-0.151627,-1.598966,2477.427979,-1434.032104,977.283081,-0.698686,0.217557,-1.241580,2404.031738,-2765.776855,1080.296631
280,0,-0.045626,-0.150840,-1.599458,2477.552490,-1433.002930,976.896667,-0.056998,0.070354,1.564835,2411.125977,-2820.581055,1090.114136
281,0,-0.046105,-0.151683,-1.598956,2477.664795,-1431.944580,976.527344,-0.056341,0.070700,1.564558,2410.255615,-2821.102783,1090.120850
282,0,-0.047156,-0.152634,-1.598199,2477.683838,-1430.854736,976.084290,-0.061811,0.077072,1.564396,2409.075195,-2821.630371,1089.802124
283,0,-0.047692,-0.152822,-1.597819,2477.670166,-1429.812866,975.650574,-0.062047,0.073988,1.563115,2408.026855,-2821.955566,1089.804688
284,0,-0.047786,-0.151875,-1.597304,2477.630615,-1428.744629,975.221741,-0.060935,0.083045,1.560987,2406.898193,-2822.221191,1089.311401
285,0,-0.047713,-0.149886,-1.596562,2477.606445,-1427.748657,974.833679,-0.061025,0.082802,1.564170,2406.330322,-2822.389648,1089.280518
286,0,-0.046335,-0.147736,-1.596327,2477.605225,-1426.767334,974.545227,-0.059634,0.082496,1.564641,2405.096680,-2822.744629,1089.153564
287,0,-0.045904,-0.145160,-1.595517,2477.539062,-1425.871948,974.293579,-0.065070,0.087092,1.563193,2404.281250,-2822.661133,1088.651367
288,0,-0.043140,-0.141230,-1.595726,2477.391602,-1424.979980,974.004639,-0.067407,0.092518,1.564356,2403.133057,-2822.853516,1088.472900
289,0,-0.039775,-0.138405,-1.595172,2477.145508,-1424.105957,973.743164,-0.069703,0.093945,1.564513,2402.172607,-2822.716553,1088.306274
290,0,-0.036307,-0.135984,-1.595279,2476.810791,-1423.209717,973.439819,-0.073841,0.094389,1.564572,2401.303467,-2822.551514,1088.326172
291,0,-0.033781,-0.134432,-1.595136,2476.457275,-1422.310059,973.160156,-0.070979,0.092157,1.563775,2400.387207,-2822.255371,1088.205688
292,0,-0.032340,-0.134080,-1.595164,2476.116943,-1421.329224,972.852844,-0.067581,0.087467,1.562772,2399.200439,-2822.262695,1088.028809
293,0,-0.031091,-0.133298,-1.595329,2475.696045,-1420.252441,972.530029,-0.066332,0.083669,1.561559,2398.038818,-2822.229980,1088.047241
294,0,-0.030847,-0.134300,-1.594961,2475.183838,-1419.089355,972.120239,-0.068091,0.086588,1.561412,2397.131348,-2821.754150,1087.477661
295,0,-0.029833,-0.135346,-1.595407,2474.693604,-1417.902954,971.803162,0.238858,-1.083275,1.433426,2398.441650,-2814.417969,1063.157471
296,0,-0.030384,-0.137188,-1.595090,2474.170654,-1416.712036,971.402283,0.221455,-0.995001,1.455823,2397.172607,-2816.030029,1063.983765
297,0,-0.032032,-0.139142,-1.595165,2473.610596,-1415.463623,971.040527,0.205064,-0.936337,1.465570,2395.522949,-2816.591309,1064.515625
298,0,-0.033294,-0.140039,-1.595033,2473.052490,-1414.235718,970.710938,-0.012944,0.065085,1.558383,2393.177002,-2820.436279,1085.273560
299,0,-0.034543,-0.141114,-1.594700,2472.442383,-1413.055908,970.352905,-0.061667,0.086648,1.558891,2392.250732,-2819.959961,1085.932739
300,0,-0.033644,-0.141132,-1.594839,2471.749512,-1411.914185,969.991333,-0.058481,0.086351,1.558486,2391.422852,-2819.452148,1085.657349
301,0,-0.032819,-0.140739,-1.594739,2471.040771,-1410.887817,969.668945,-0.056114,0.084400,1.558051,2390.668213,-2818.955811,1085.425171
302,0,-0.031825,-0.139984,-1.594504,2470.295410,-1409.849121,969.373108,-0.054397,0.090785,1.559289,2389.707031,-2818.506104,1085.222046
303,0,-0.031226,-0.139482,-1.594696,2469.494385,-1408.825806,968.998840,-0.048586,0.079985,1.556987,2389.053223,-2817.883057,1084.801514
304,0,-0.030162,-0.137445,-1.594401,2468.686279,-1407.880127,968.648132,-0.040317,0.074721,1.556003,2388.226074,-2817.434082,1084.393433
305,0,-0.027810,-0.135689,-1.594035,2467.791748,-1406.988403,968.215149,-0.036126,0.073026,1.554737,2387.266846,-2816.899902,1083.782715
306,0,-0.026350,-0.132181,-1.594222,2466.919678,-1406.165283,967.793762,-0.035500,0.074314,1.554322,2386.426270,-2816.313965,1083.166748
307,0,-0.025488,-0.128671,-1.593384,2466.047607,-1405.371094,967.422363,-0.031057,0.073096,1.553257,2385.652832,-2815.591309,1082.681519
308,0,-0.023950,-0.124752,-1.593127,2465.108887,-1404.597534,966.999939,-0.028704,0.071042,1.552302,2384.848877,-2814.917725,1082.417114
309,0,-0.022071,-0.121857,-1.592610,2464.135254,-1403.887817,966.571106,-0.027979,0.072517,1.552291,2384.141113,-2814.051025,1081.895142
310,0,-0.021228,-0.119915,-1.592093,2463.061768,-1403.080566,966.094177,-0.024191,0.075650,1.554320,2383.740234,-2812.942627,1081.624878
311,0,-0.020397,-0.117912,-1.591608,2462.010498,-1402.276855,965.633545,-0.020581,0.069357,1.551303,2382.955811,-2811.992432,1080.856934
312,0,-0.021048,-0.116093,-1.590879,2460.914551,-1401.388794,965.129517,-0.017185,0.070737,1.551896,2381.870605,-2811.351074,1080.535522
313,0,-0.020886,-0.114758,-1.590011,2459.790039,-1400.547852,964.656311,-0.026125,0.071278,1.549444,2381.178467,-2810.340088,1079.709351
314,0,-0.022403,-0.114864,-1.588815,2458.712402,-1399.679932,964.256226,-0.028567,0.069861,1.547920,2380.302979,-2809.249512,1078.853149
315,0,-0.024670,-0.113568,-1.588408,2457.628906,-1398.790771,963.873108,-0.030975,0.071743,1.548682,2379.716309,-2808.133301,1078.706787
316,0,-0.027503,-0.110989,-1.587793,2456.534912,-1398.018188,963.492920,-0.043197,0.081025,1.548606,2378.656738,-2807.126709,1077.784302
317,0,-0.029583,-0.108777,-1.587054,2455.424805,-1397.241577,963.099365,-0.034465,0.074085,1.547327,2378.268066,-2805.770264,1077.813843
318,0,-0.034435,-0.105162,-1.586319,2454.342773,-1396.531860,962.822876,-0.020617,0.063122,1.545526,2377.596191,-2804.642334,1077.765381
319,0,-0.039117,-0.101256,-1.585371,2453.293457,-1395.835327,962.558716,-0.032696,0.074027,1.545706,2377.385742,-2802.963135,1077.219604
320,0,-0.042231,-0.097366,-1.584552,2452.288818,-1395.206055,962.354919,-0.040471,0.082299,1.546734,2376.700684,-2801.626221,1076.559570
321,0,-0.044872,-0.094335,-1.583518,2451.116943,-1394.582397,962.163147,-0.046154,0.093468,1.548493,2376.027100,-2800.481445,1076.092163
322,0,-0.046304,-0.092776,-1.583050,2449.895020,-1394.033936,962.035645,-0.040241,0.083366,1.544355,2375.505127,-2799.002686,1075.320312
323,0,-0.046386,-0.090797,-1.582859,2448.576416,-1393.492676,961.887756,-0.043323,0.087818,1.545655,2375.260986,-2797.408936,1075.110962
324,0,-0.046358,-0.089862,-1.583184,2447.247803,-1392.953125,961.722961,-0.041861,0.089269,1.545599,2374.805176,-2796.018799,1074.586060
325,0,-0.047588,-0.089776,-1.583081,2445.937500,-1392.443970,961.585022,-0.034637,0.085506,1.544337,2374.517090,-2794.540039,1074.154541
326,0,-0.047495,-0.090353,-1.583060,2444.582031,-1391.974976,961.454651,-0.042129,0.093513,1.545695,2374.201416,-2792.953613,1073.496094
327,0,-0.048682,-0.089349,-1.583366,2443.250488,-1391.542114,961.355103,-0.041791,0.093689,1.545915,2373.704834,-2791.580078,1073.019653
